"Omeka Item #","DataScribe Item #","DataScribe Record #","DataScribe Record Position",Year,Week,"Unique ID","Start Day","Start Month","End Day","End month","St Alban Woodstreet - Buried","Alhallows Barking - Buried","Allhallows Breadstreet - Buried","Allhallows Great - Buried","Alhallows Honylane - Buried","Alhallows Lesse - Buried","Alhallows Lumbardstreet - Buried","Alhallows Stayning - Buried","Alhallows the Wall - Buried","St Alphage - Buried","St Andrew Hubbard - Buried","St Andrew Undershaft - Buried","St Andrew Wardrobe - Buried","St Ann Aldersgate - Buried","St Ann Blackfryers - Buried","St Antholins Parish - Buried","St Austins Parish - Buried","St Bartholomew Exchange - Buried","St Bennet Fynck - Buried","St Bennet Gracechurch - Buried","St Bennet Paulswharf - Buried","St Bennet Sherehog - Buried","St Botolph Billingsgate - Buried","Christ Church - Buried","St Christophers - Buried","St Clement Eastcheap - Buried","St Dionis Backchurch - Buried","St Dunstan East - Buried","St Edmund Lumbardstr. - Buried","St Ethelborough - Buried","St Faith - Buried","St Foster - Buried","St Gabriel Fenchurch - Buried","St George Botolphlane - Buried","St Gregory by St Pauls - Buried","St Hellen - Buried","St James Dukes place - Buried","St James Garlickhithe - Buried","St John Baptist - Buried","St John Evangelist - Buried","St John Zachary - Buried","St Katharine Coleman - Buried","St Katharine Creechurch - Buried","St Lawrence Jewry - Buried","St Lawrence Pountney - Buried","St Leonard Eastcheap - Buried","St Leonard Fosterlane - Buried","St Magnus Parish - Buried","St Margaret Lothbury - Buried","St Margaret Moses - Buried","St Margaret Newfishstreet - Buried","St Margaret Pattons - Buried","St Mary Abchurch - Buried","St Mary Aldermanbury - Buried","St Mary Aldermary - Buried","St Mary le Bow - Buried","St Mary Bothaw - Buried","St Mary Colechurch - Buried","St Mary Hill - Buried","St Mary Mounthaw - Buried","St Mary Sommerset - Buried","St Mary Stayning - Buried","St Mary Woolchurch - Buried","St Mary Woolnoth - Buried","St Martin Iremongerlane - Buried","St Martin Ludgate - Buried","St Martin Orgars - Buried","St Martin Outwich - Buried","St Martin Vintrey - Buried","St Matthew Fridaystreet - Buried","St Maudlin Milkstreet - Buried","St Maudlin Oldfishstreet - Buried","St Michael Bassishaw - Buried","St Michael Cornhil - Buried","St Michael Crookedlane - Buried","St Michael Queenhithe - Buried","St Michael Quern - Buried","St Michael Royal - Buried","St Michael Woodstreet - Buried","St Mildred Breadstreet - Buried","St Mildred Poultrey - Buried","St Nicholas Acons - Buried","St Nicholas Coleabby - Buried","St Nicholas Olaves - Buried","St Olave Hartstreet - Buried","St Olave Jewry - Buried","St Olave Silverstreet - Buried","St Pancras Pancras street - Buried","St Peter Cheap - Buried","St Peter Cornhil - Buried","St Peter Paulswharf - Buried","St Peter Poor - Buried","St Steven Colemanstreet - Buried","St Steven Walbrook - Buried","St Swithin- Buried","St Thomas Apostles - Buried","Trinity Parish - Buried","Christened in the 97 parishes within the walls","Buried in the 97 parishes within the walls","Plague in the 97 parishes within the walls","St Andrew Holborn - Buried","St Bartholomew Great - Buried","St Bartholomew Less - Buried","St Botolph Aldersgate - Buried","St Botolph Aldgate - Buried","St Botolph Bishopsgate - Buried","Bridewel Precinct - Buried","St Bridget - Buried","St Dunstan West - Buried","St George Southwark - Buried","St Giles Cripplegate - Buried","St John Southwark","St Olave Southwark - Buried","Saviours Southwark - Buried","S Sepulchres Parish - Buried","St Thomas Southwark - Buried","Trinity Minories - Buried","Pesthouse Without the Walls - Buried","Christened in the parishes without the walls","Buried in the parishes without the walls","Plague in the parishes without the walls","St. Ann in Middlesex - Buried","Christ Church in Surry - Buried","Christ Church in Middlesex - Buried","St George in Bloomsbury - Buried","St. George in Middlesex","St. George by Queen's Square - Buried","St Giles in the Field - Buried","Hackney Parish - Buried","St John at Wapping - Buried","St James Clerkenwel - Buried","St Katharine Tower - Buried","Lambeth Parish - Buried","St Leonard Shoreditch - Buried","St. Luke in Middlesex - Buried","St Magdalen Bermondsey - Buried","St Mary Islington - Buried","St Mary Newington - Buried","St Mary Whitechappel - Buried","St Matthew at Bethnal Green - Buried","St Pauls Shadwel - Buried","Rothorith Parish - Buried","Stepney Parish - Buried","Christened in the out-Parishes in Middlesex and Surrey","Buried in the out-Parishes in Middlesex and Surrey","Plague in the out-Parishes in Middlesex and Surrey","St Ann in Westminster - Buried","St Clement Danes - Buried","St George by Hanover Square - Buried","St James in Westminster - Buried","St. John the Evangelist - Buried","St Paul Covent Garden - Buried","St Martin in the fields - Buried","St Mary Savoy - Buried","St Mary le Strand","St Margaret Westminster - Buried","Pesthouse in Westminster","Christened in the Parishes and Liberties of Westminster","Buried in the Parishes and Liberties of Westminster","Plague in the Parishes and Liberties of Westminster"
826,324,353,1,1701,48,Laxton-1701-48-recto,11,November,18,November,,2,,2,,3,,1,,1,,1,,1,1,,,,,3,1,,,2,,,,3,4,,,1,,,1,1,1,,,,,3,,2,,,2,,1,,,,1,,,1,,,1,,3,,,,,2,,,1,,,,,,,,,1,,1,3,,1,1,2,,,,,,2,1,,,,1,,33,59,0,18,2,,2,7,11,,12,9,8,21,,11,8,11,2,,,90,123,0,,,,,,,26,2,2,4,1,3,15,,8,2,4,8,,4,12,43,137,134,0,8,9,,16,,3,20,4,,23,,71,83,0
827,325,354,1,1701,49,Laxton-1701-49-recto,18,November,25,November,1,1,,,,,,,,,1,1,1,,6,,,,1,,,,,,,,1,1,,1,,,,2,2,1,1,3,,,1,,,,,,,,1,,,,,,,1,,,1,,1,1,,,,,,,,,,,1,,1,,,,2,,2,,,,,,1,,,,,,4,1,,1,1,39,44,0,13,1,2,6,11,7,,3,5,2,21,,15,12,5,3,,,90,106,0,,1,,,,,27,,2,5,4,9,6,,8,3,,15,,6,3,38,124,127,0,6,7,,21,,6,29,1,,10,,74,80,0
828,326,355,1,1701,50,Laxton-1701-50-recto,25,November,2,December,1,3,,,,,,1,,2,,,2,1,1,,,,,1,1,,,,,,,2,,1,,1,,1,2,1,,1,1,,1,2,2,,,1,2,3,,,,1,,,,1,,,,,1,,,,,2,,1,,,,1,,,1,1,,,,,,,,,,,1,,,,,,5,,2,,,30,53,0,10,,,4,11,,,3,2,6,18,,11,11,9,1,,,103,86,0,,2,,,,,22,5,4,5,,7,8,,3,,4,19,,5,,27,88,111,0,4,10,,15,,4,15,1,,17,,62,66,0
829,327,356,1,1701,51,Laxton-1701-51-recto,2,December,9,December,,,,1,,,,1,2,,,2,,,,,1,,,,,,,,,,1,2,,,1,1,1,,1,,,,,,,1,1,,2,,,,,,,,,,,,,,,,,,,2,1,2,1,,,,,1,,,3,2,,,1,,,,,,1,,1,,,1,,,2,,,,,26,36,0,12,1,3,4,7,16,,4,5,7,20,,7,7,9,1,2,,103,105,0,,3,,,,,15,,4,5,5,2,10,,5,,2,9,,7,3,41,115,111,0,8,4,,17,,1,29,2,,7,,70,68,0
830,328,357,1,1701,52,Laxton-1701-52-recto,9,December,16,December,,3,1,1,,,,1,1,,,2,,,6,,,1,,,,,,2,1,,,1,2,,,1,,,4,1,,,1,,1,,1,1,,,,2,1,,,1,,,,1,,,1,,,,,,,1,2,,1,,,,1,,,,,,,,,,,,,,,,,1,1,2,2,1,1,,,42,51,0,16,3,,2,10,15,,7,2,4,20,,13,7,12,,,,87,111,0,,1,,,,,24,,4,3,4,3,3,,8,3,2,10,,8,8,41,101,122,0,5,2,,15,,3,21,2,,11,,95,59,0
838,336,240,1,1701,08,Laxton-1701-08-recto,3,February,10,February,,,,,,,1,1,,1,,,1,,1,,,,1,,,,,1,,,1,2,1,,,,,,,1,,1,,,1,1,3,2,1,,,1,,,,,3,2,3,1,,,1,,,1,,2,,,2,1,,,,,1,,,,1,1,,,,,1,1,,,2,,,,,,4,,1,1,,66,51,0,16,,,1,7,8,,9,3,6,15,,12,9,10,1,,,103,97,0,,4,,,,,29,2,4,4,3,6,10,,2,,2,14,,,4,32,108,127,0,7,4,,14,,8,25,3,,14,,61,75,0
879,337,241,1,1701,09,Laxton-1701-09-recto,10,February,17,February,,3,1,2,,1,,,1,2,,1,,,3,,,,1,1,,,,2,1,,1,1,,1,1,1,,,1,1,,1,2,,,,2,1,1,,1,1,1,,,,,,,1,,,,,1,,,,,,,1,,,,2,,,,,,,,,,,,,1,1,,1,,,1,,2,,1,,1,26,49,0,20,,,2,6,3,2,8,5,6,18,,14,6,10,,,,105,100,0,,,,,,,21,2,6,17,3,11,3,,12,3,7,13,,8,,30,103,136,0,6,9,,21,,5,25,4,,19,,74,89,0
880,338,242,1,1701,10,Laxton-1701-10-recto,17,February,24,February,1,2,1,2,,,1,2,,,,1,2,1,5,1,,,,,,,,1,,,,1,,,,,,1,2,1,1,1,1,,,,1,,,,1,1,,,,,,,,,,,,,1,1,,,,,,,1,,,1,,,,2,,1,,,1,,,,1,1,,,,1,,,1,,,2,,29,45,0,14,2,,4,14,11,2,2,2,13,16,,17,14,13,2,,,106,126,0,,2,,,,,19,3,6,4,7,4,9,,7,1,1,14,,9,,36,105,122,0,2,7,,13,,3,23,1,,13,,99,62,0
881,339,243,1,1701,11,Laxton-1701-11-recto,24,February,3,March,,1,,1,,1,,2,2,1,,1,2,,4,,,1,1,,,,1,5,,,,4,,,,,,,1,,,,,,,,1,3,,,1,1,2,,,,1,1,,2,,,2,,,1,,2,,,1,,,,,2,,1,,,,,,1,,,,,1,1,,,1,1,1,1,2,,,,,44,58,0,19,,1,5,12,9,,7,3,5,16,,18,14,9,1,,,112,119,0,,3,,,,,30,2,5,6,4,4,9,,2,,4,16,,14,11,51,102,161,0,10,11,,19,,6,30,6,,10,,70,92,0
882,340,244,1,1701,12,Laxton-1701-12-recto,3,March,10,March,2,2,1,2,,,1,,2,1,,,1,1,7,,,2,1,2,1,,,3,,1,,2,,,1,,,1,2,1,,1,,,,1,2,2,,,1,1,1,,,,2,,,1,,,,,,1,,1,,,,,,,,3,,1,,,1,,,,,,,2,1,2,,,1,2,,2,2,,,1,1,42,70,0,20,1,,5,12,15,1,7,3,9,18,,13,9,10,3,,,103,126,0,,2,,,,,33,2,1,8,6,4,6,,2,1,4,15,,7,2,49,140,142,0,8,7,,20,,1,41,1,,19,,67,97,0
883,341,245,1,1701,13,Laxton-1701-13-recto,10,March,17,March,1,1,,,,,1,1,2,1,,1,1,1,1,,,,2,,,,,1,,,,,2,2,,,,,,1,,2,,,1,,,3,2,,,3,1,,,,,,2,,1,,,,2,,,,,2,,1,,,,,2,,,1,,,1,,1,,,,2,,,,,,,,3,1,,,,46,50,0,18,1,,2,5,9,,9,9,11,12,,11,14,6,2,1,,115,110,0,,3,,,,,32,,4,6,3,6,7,,7,2,1,12,,6,2,46,112,137,0,7,,,18,,3,31,3,,15,,62,90,0
884,342,249,1,1701,14,Laxton-1701-14-recto,17,March,24,March,,2,,,,,,1,3,,,1,1,,2,,,,,,,,,3,,,,1,,,1,2,,,2,1,,2,,,,1,1,,,,,,1,,,1,1,,,1,,,2,,,,,,1,,,,2,1,,4,,1,1,1,,,,,,,1,,1,,1,,,,,,2,,2,,,34,47,0,24,,,2,12,7,,12,4,5,25,,18,12,5,1,2,,104,129,0,,3,,,,,26,4,5,3,2,,7,,8,1,4,16,,14,,33,122,126,0,10,12,,13,,6,22,2,,19,,67,84,0
885,343,246,1,1702,15,Laxton-1702-15-recto,24,March,31,March,2,1,,,1,,,,2,1,,,,,3,,,,1,,,,,,1,,2,,,,,,,1,2,,,1,,1,1,,,2,,,,2,1,,,,2,1,,,,,1,,,1,,,1,1,,,,,,3,1,1,2,,,,,,,,,,2,,,,,,,,3,3,,1,,29,48,0,15,1,1,6,9,7,,11,1,6,21,,19,9,9,2,,,106,117,0,,4,,,,,30,2,5,6,3,5,4,,6,,,12,,4,2,43,86,126,0,6,4,,19,,5,15,,,19,,75,69,0
886,344,247,1,1702,16,Laxton-1702-16-recto,31,March,7,April,,1,,,,,2,,1,2,,,,2,3,,,,,,,,,2,,,,,,,1,,,,1,3,,,1,,,2,,,1,1,,1,,,,,,,1,1,,,,1,5,,,1,1,1,,,,1,,1,,,,,1,,,,,,1,,,,,,1,,,,4,,,,,23,44,0,16,,,4,7,9,,6,1,7,19,,11,14,10,2,,,92,106,0,,2,,,,,23,,4,3,2,4,2,,10,,8,9,,8,,34,81,109,0,4,16,,19,,,35,2,,9,,86,85,0
887,345,251,1,1702,17,Laxton-1702-17-recto,7,April,14,April,2,,,1,,,1,3,,,,1,3,,3,,1,1,,1,,,,3,,,3,3,,,1,,,,2,,,,,,1,,2,1,1,,,,1,,,1,,,,,,,1,,,,,1,1,2,,1,,1,,2,2,,,,,,,1,1,,,,,,1,,,,,1,4,,1,,,27,56,0,12,1,,,9,10,,10,3,1,21,,23,11,10,1,,,99,112,0,,3,,,,,26,4,4,4,3,2,12,,6,4,5,15,,10,2,33,109,133,0,7,6,,21,,5,21,,,11,,73,71,0
888,346,252,1,1702,18,Laxton-1702-18-recto,14,April,21,April,,1,3,,,2,,,2,,1,2,,,4,2,,1,,1,,,,1,,1,1,2,2,1,,1,,,1,1,,1,,,,2,2,1,,1,1,,2,,,1,1,1,,1,,,2,,2,,,,,,1,,,,,1,,,,,,,,,,,1,,,,,,,1,,,,1,,,1,59,54,0,13,1,1,9,9,7,,5,4,10,20,,17,13,13,,,,110,122,0,,2,,,,,22,,9,4,2,5,8,,4,4,,11,,10,1,35,110,118,0,6,14,,22,,7,26,2,,17,,36,94,0
889,347,253,1,1702,19,Laxton-1702-19-recto,21,April,28,April,2,1,,,,,1,,,,,,1,1,1,1,,,,,1,,,1,,,1,2,,1,,,,,1,,,,1,,,2,1,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,1,,,,1,2,,,,1,,,1,,,1,,,3,1,,,,26,32,0,11,,,2,13,14,,3,3,8,19,,18,8,14,3,1,,87,117,0,,,,,,,29,3,4,7,3,5,8,,11,1,4,14,,4,,25,101,118,0,6,3,,24,,4,35,2,,11,,68,85,0
890,348,254,1,1702,20,Laxton-1702-20-recto,28,April,5,May,,1,,,,,,,2,3,1,1,1,,3,1,2,,,,2,,,1,,1,,,,2,,1,,,3,,2,,,,,4,2,,,,,1,2,,,2,1,,2,,,,,,2,1,,1,,1,,,2,,,,,,,1,,1,,,,,1,,1,,1,,,,,,,2,,,,40,55,0,22,,,3,9,12,,8,3,4,19,,14,16,8,2,,,104,120,0,,,,,,,22,5,4,,5,3,8,,3,2,3,13,,13,2,41,97,124,0,10,14,,20,,2,25,1,,10,,69,82,0
891,349,256,1,1702,21,Laxton-1702-21-recto,5,May,12,May,,,,2,,2,,1,2,1,1,2,,,1,,,,,,1,,,2,,,2,4,,,,1,,1,,,1,,,,1,,,,1,,,1,,,,,,,,,,,,,1,,,,,,,1,1,,,2,,,3,,1,,,2,,,1,,1,1,,,2,,2,,7,,,,,30,52,0,20,1,1,3,13,11,1,7,4,5,24,,15,12,13,2,,,94,132,0,,2,,,,,21,,5,11,3,8,8,,2,,3,11,,10,4,36,113,124,0,10,5,,18,,2,26,2,,14,,67,77,0
892,350,258,1,1702,22,Laxton-1702-22-recto,12,May,19,May,,4,,,,,,1,,1,2,1,1,,1,1,,1,,,,,1,1,1,,,,,,,,1,,1,,,1,,,1,2,1,2,,,,1,,,,1,1,1,,,,,,,,,,,,1,,1,,,,1,,,,1,,,,,1,,2,,,,,,,1,,,1,,,,,40,38,0,21,,,6,7,7,,6,,7,16,,17,11,10,3,,,72,111,0,,2,,,,,24,2,5,9,3,4,10,,9,2,4,13,,4,1,36,110,128,0,17,10,,13,,1,28,2,,18,,68,89,0
893,351,271,1,1702,23,Laxton-1702-23-recto,19,May,26,May,1,2,,,,,1,,,,2,2,1,,1,,,1,1,,1,,2,3,,,1,3,,1,1,1,1,,3,1,2,,,,,,,1,,,1,1,,,,,,,1,,,,,,,,,,,,1,,3,,,1,3,,,,,,,,,,3,,1,,,,2,,,,1,1,1,,,36,53,0,19,2,,3,8,8,,10,,4,18,,18,7,13,,,,99,110,0,,3,,,,,32,3,5,5,1,5,8,,4,5,3,12,,5,,38,95,129,0,7,7,,15,,3,24,2,,11,,57,69,0
894,352,272,1,1702,24,Laxton-1702-24-recto,26,May,2,June,,1,,,,,,,,,,,2,1,3,1,,,1,,1,,,1,,,,,,,,1,,,2,,,,,,,,2,,,,,,,,,1,1,1,,,,,,,,2,,1,,,,,1,,,,1,1,,3,,,,,,,,,,,,,,1,2,,,,,1,,19,32,0,17,2,,7,7,10,,3,,,24,,16,8,12,,1,,89,113,0,,1,,,,,24,3,6,1,4,5,12,,10,,3,13,,4,7,40,128,133,0,7,4,,14,,,31,,,17,,79,78,0
895,353,273,1,1702,25,Laxton-1702-25-recto,2,June,9,June,,1,,,,,,,1,2,1,4,1,,1,,,,1,,1,,,1,,,,2,,1,,,1,,,,,,,,,1,,2,,,,,,,,1,,,,,1,,1,,2,,,,,2,1,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,30,31,0,20,1,1,1,10,10,,8,2,6,19,,10,8,9,1,,,80,106,0,,3,,,,,19,3,6,6,2,3,8,,7,3,7,15,,5,,47,92,134,0,7,5,,15,,3,25,4,,8,,38,67,0
896,354,274,1,1702,26,Laxton-1702-26-recto,9,June,16,June,,1,1,,,,,,1,,,,1,1,2,,,1,1,,,,,,,,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,37,21,0,14,2,,2,10,5,,3,4,7,16,,11,9,9,1,,,72,93,0,,1,,,,,28,2,5,5,2,1,3,,8,4,3,15,,9,6,22,90,114,0,11,10,,16,,3,19,3,,9,,57,71,0
897,355,280,1,1702,27,Laxton-1702-27-recto,16,June,23,June,,2,,,,,,2,,,,1,2,1,2,,,,,,1,,,1,,,,1,,,,,,,3,,,,,,,1,1,1,,,,,,,,1,1,,2,,,,,,1,,,1,2,,,,,1,,1,,1,,,1,,,,,,,,,,,,,4,,,2,1,1,1,,49,40,0,11,,,3,9,7,,4,3,3,15,,7,8,11,4,,,84,85,0,,2,,,,,23,,5,2,3,6,6,,9,4,4,11,,6,,39,101,120,0,5,4,,16,,1,25,3,,12,,65,66,0
898,356,282,1,1702,28,Laxton-1702-28-recto,23,June,30,June,,,,,1,,,2,1,1,1,,1,,1,1,,,,,,,,,,,,1,,1,,,,,2,1,,,1,,,,2,1,,,,,1,,,,,2,,1,,,,,,,,,,,1,,,,,,,,1,,,3,,,,,,,,,,,,,,,,,1,,,28,28,0,9,4,1,2,4,6,2,6,2,5,12,,12,11,7,,1,,93,84,0,,,,,,,15,2,1,5,3,3,7,,7,1,3,13,,4,10,25,102,99,0,8,4,,9,,5,34,2,,15,,79,77,0
939,357,283,1,1702,29,Laxton-1702-29-recto,30,June,7,July,,2,1,,,1,,,,,1,2,,,3,,1,2,,,3,,,,,,2,4,,,2,1,,,,1,,,,,,1,1,,,,2,1,1,,,,,,1,,,,,,,1,,1,1,,1,,2,2,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,42,44,0,13,1,,3,7,6,,3,2,4,21,,7,9,7,2,,,88,85,0,,4,,,,,17,1,4,7,1,5,1,,11,,1,7,,2,,23,74,84,0,3,12,,12,,3,30,,,23,,61,83,0
940,358,286,1,1702,30,Laxton-1702-30-recto,7,July,14,July,1,2,,,,,2,,1,,,2,3,1,1,,,,,,,,,3,1,,,2,2,,,,,,,,,3,,,,1,1,1,,,1,,1,,,,2,,,,,,,,,,,1,,1,1,,,,,2,1,1,2,,,,1,,,,2,,,,,,1,,,,7,,,,,40,51,0,11,,,3,6,9,,1,4,7,15,,11,8,8,,,,84,83,0,,2,,,,,19,1,3,3,4,5,8,,6,2,2,12,,10,6,40,116,123,0,7,8,,13,,6,26,,,11,,63,71,0
941,359,287,1,1702,31,Laxton-1702-31-recto,14,July,21,July,1,,,2,,,2,,,,,,1,,2,1,,,,,1,1,,2,,,,1,,1,,,,,2,,,,,1,,3,,,,,,,1,,,,1,,,,,,,,1,,,,,,1,,2,,,,1,,,,,,1,,,,1,,,,,,,3,,,2,1,,,,31,36,0,17,,1,1,6,9,3,5,3,,11,,6,16,10,,1,,91,89,0,,1,,,,,16,2,7,6,4,1,11,,4,3,2,14,,4,,35,96,110,0,8,6,,14,,1,26,3,,15,,68,73,0
942,360,303,1,1702,32,Laxton-1702-32-recto,21,July,28,July,,1,,,,,2,,2,,,,3,1,1,,,,1,,1,,1,2,,,1,,,,,1,,,1,1,,,1,,1,2,2,1,,,,1,1,,,,,,1,,,,,1,1,,,,,1,,1,,2,,1,1,,,,,,,,,,1,1,2,,,,,,,,,,1,1,,35,43,0,18,1,1,3,14,6,,4,4,11,20,,17,12,11,1,,,92,123,0,,2,,,,,20,2,2,6,2,4,4,,6,2,7,10,,6,2,34,122,109,0,9,11,,17,,,26,1,,15,,65,79,0
943,361,304,1,1702,33,Laxton-1702-33-recto,28,July,4,August,,1,3,3,,,,,2,,,,2,,2,1,,2,,,1,,,3,1,2,1,1,,,1,1,,,1,,,,,,,2,2,1,1,,,,1,,,2,,,,1,,,,,,,,,,1,,1,2,1,,1,1,,,1,,,,1,,,1,,1,,,,,1,,,4,,,,,38,54,0,17,1,,1,5,8,,2,6,10,20,,20,14,7,2,,,89,113,0,,4,,,,,31,,8,6,2,11,5,,13,4,6,16,,8,4,42,112,160,0,8,6,,16,,5,33,1,,12,,75,81,0
944,362,311,1,1702,34,Laxton-1702-34-recto,4,August,11,August,1,1,1,,,,,,2,1,,2,3,1,5,,,,,,2,,,2,,,2,2,,,1,1,,,,1,,3,,,1,1,1,1,1,,,,1,,,,,,3,2,,,,,1,,,,,,1,,,,,3,2,2,,,,,,,,,1,,,,1,,,,,2,2,,1,,,35,58,0,17,,,5,4,10,,3,6,12,22,,21,19,4,,,,99,123,0,,3,,,,,38,1,6,3,5,7,9,,17,6,10,17,,5,5,31,112,163,0,7,7,,14,,,27,1,,14,,70,70,0
945,363,312,1,1702,35,Laxton-1702-35-recto,11,August,18,August,,3,1,,,2,1,2,,1,3,1,,,1,,1,3,3,,2,,,,1,,1,2,,,1,,,1,,,1,,,,,,,1,,,1,3,,,,,,1,,,,,,,1,,,1,,,,,3,,,,1,,2,,,,,,,,,,1,,1,,,2,,2,1,,1,,,40,53,0,20,1,,5,11,16,4,5,5,6,30,,14,9,6,,,,101,132,0,,2,,,,,24,1,4,9,4,8,10,,10,,1,10,,5,,41,102,129,0,5,6,,,,2,37,1,,5,,50,56,0
946,364,314,1,1702,36,Laxton-1702-36-recto,18,August,25,August,,5,,,,,2,,,1,,1,4,1,5,,1,1,2,,,,,,,1,1,1,,,,,,,3,2,,2,,,1,1,1,,1,,,1,,,,,1,1,,2,,,,,1,,,,,2,,,,,,1,,,,1,,,,2,1,,,,,,1,,,,,,,,,,,40,51,0,16,1,,3,7,7,,6,4,5,23,,17,16,11,4,,,94,120,0,,5,,,,,30,,5,4,5,7,11,,10,2,3,22,,8,4,46,106,162,0,12,12,,40,,6,28,,,17,,70,115,0
947,365,322,1,1702,37,Laxton-1702-37-recto,25,August,1,September,,2,,,,,1,1,,1,,1,3,,2,2,3,2,1,,,,,4,,,1,,,,1,3,,2,1,,,1,1,,1,1,1,1,,,1,,,,,1,,,2,1,2,,,,1,,,,,,,,2,1,,1,2,,1,1,,,,2,,,,,3,,2,,,,,,3,1,3,,,33,67,0,16,,2,5,13,11,,8,5,14,24,,19,8,10,1,,,94,136,0,,2,,,,,32,4,4,4,4,11,13,,10,,2,16,,10,3,54,99,169,0,11,9,,20,,5,29,1,,13,,70,88,0
948,366,323,1,1702,38,Laxton-1702-38-recto,1,September,8,September,,,,2,,,1,2,1,1,,1,2,,5,,,,1,1,,,,2,,,2,4,,,2,,,,,,,,,,,,,,,1,,1,1,,,,,,,1,,,,1,,,,,,2,1,,3,,,,,,,,,,,2,,,,,,,,,,,,2,3,,,,,38,45,0,17,,,5,19,13,,4,,11,17,,22,11,13,2,,,87,134,0,,1,,,,,43,4,7,7,3,12,10,,10,7,7,18,,9,5,57,100,200,0,9,8,,20,,7,33,3,,17,,76,97,0
949,367,324,1,1702,39,Laxton-1702-39-recto,8,September,15,September,,3,,,,,,1,1,1,2,1,,,3,,,,1,,2,,1,3,,,,2,,2,3,,,1,1,,,4,,,,1,1,,,1,,2,,,,,1,,2,,,,,,1,,,,,1,1,,,1,,1,2,,,1,,,,1,1,,,,,1,,,2,,,1,1,1,1,,,40,57,0,26,1,2,7,11,10,2,6,,12,19,,22,12,11,5,,,87,146,0,,5,,,,,29,4,8,9,5,6,11,,12,1,8,17,,14,7,33,98,169,0,12,10,,24,,5,21,1,,17,,76,90,0
950,368,325,1,1702,40,Laxton-1702-40-recto,15,September,22,September,,4,,2,,1,,,2,,,1,,,1,,,,,,1,,,1,,1,,,,1,,,1,,3,,,2,1,,,2,1,,,,1,,1,,,,2,,,2,,,,,,,,1,,1,,,4,,,,1,,2,,,1,,,,,1,1,1,,,,,3,,,,,,1,2,46,50,0,22,4,,4,13,11,,4,5,10,32,,11,7,5,3,,,76,131,0,,3,,,,,31,4,4,6,2,12,11,,8,3,8,19,,15,,35,113,161,0,13,10,,22,,2,20,3,,14,,60,84,0
951,369,326,1,1702,41,Laxton-1702-41-recto,22,September,29,September,,1,,2,,,,1,,,,,1,,1,1,,1,,,,,1,1,,,,3,2,1,,,,,1,,1,,1,,1,,2,,,,,1,,,,1,1,,,,,,1,,,,,,,,,2,,,,,,,1,,,,,2,2,,,,2,1,,,,,,,5,,4,1,,32,46,0,16,,,3,13,8,,3,1,7,21,,13,8,13,1,,,121,107,0,,1,,,,,26,,11,5,,5,11,,11,2,8,19,,8,14,47,106,168,0,10,5,,15,,1,33,1,,21,,75,86,0
952,370,327,1,1702,42,Laxton-1702-42-recto,29,September,6,October,,2,,,,1,,,2,1,,1,1,,1,1,,,,,2,,,4,,2,,,,,,,1,,5,,,,,,,1,,,,,,1,1,,,,,1,,2,,,,,1,,,1,,2,,,1,1,,1,1,,,1,,,1,,1,,,,2,,2,1,1,,,1,,,,,,53,48,0,18,,2,5,9,15,,2,1,7,23,,12,20,12,2,1,,98,129,0,,7,,,,,16,2,7,7,6,3,7,,6,2,7,6,,6,2,35,94,119,0,4,6,,20,,,24,1,,10,,82,65,0
953,371,328,1,1702,43,Laxton-1702-43-recto,6,October,13,October,,3,,1,,,,,2,,,,,,3,,1,2,2,,1,,1,1,,,1,2,,,,,,,,1,,,,,,2,,1,1,,,,,,,,,1,1,2,,,2,,2,,,1,1,,,,,,,,,1,2,1,,,1,,,,,1,,,,,,,,,,,,,,25,41,0,15,2,,2,11,8,,3,5,8,14,,12,14,11,1,1,,85,107,0,,2,,,,,26,,,8,,6,9,,10,4,6,14,,8,1,42,114,136,0,6,8,,22,,2,25,1,,22,,90,86,0
954,372,329,1,1702,44,Laxton-1702-44-recto,13,October,20,October,1,4,,,,,1,,,2,,,1,,2,1,2,1,2,1,1,,,2,,2,,2,2,,,,,,,2,1,5,1,,,,,2,,,,,2,,,,,,,,,,1,,1,2,,,,2,,,2,,,,2,,,,1,,,,,,1,,,,,1,,4,2,,6,,,,,49,65,0,26,2,1,2,7,8,,3,6,4,17,,10,10,7,,,,87,103,0,,1,,,,,24,,12,5,,5,5,,6,5,4,19,,5,3,36,99,130,0,4,7,,25,,10,28,1,,19,,78,94,0
